MFCC_1_m,MFCC_2_m,MFCC_3_m,MFCC_4_m,MFCC_5_m,MFCC_6_m,MFCC_7_m,MFCC_8_m,MFCC_9_m,MFCC_10_m,MFCC_11_m,MFCC_12_m,MFCC_13_m,MFCC_1_v,MFCC_2_v,MFCC_3_v,MFCC_4_v,MFCC_5_v,MFCC_6_v,MFCC_7_v,MFCC_8_v,MFCC_9_v,MFCC_10_v,MFCC_11_v,MFCC_12_v,MFCC_13_v,OUTPUT
-403.32494413049204,99.16728263658632,26.595450304519147,28.900193701264257,20.227287024722905,7.599992759939809,-17.545114744838568,-4.046801896161613,0.3204370526852879,-7.980998139275734,2.096628350902607,1.988523605915431,-2.876453124210721,87.25766479937693,58.71561954546064,21.97143437540176,27.716488171404368,20.67457551769673,17.980036261577084,25.398790807718093,12.551433048970358,12.57724963922878,17.237509365466348,12.818001346156775,7.583249398353032,10.48929725649223,0
-412.34705092481227,103.26526251166013,34.48986973248913,42.11324503269673,10.614599884764482,3.1780002959882254,-13.986381157322265,-6.369608987975639,-2.7793596229813113,2.0530161269665745,1.3535471495862081,-1.8644600315355806,0.1074611619488947,98.19324680066758,62.165226867195436,29.143249921624626,32.84787257917869,25.806455533017157,23.626259879625394,25.73000341312726,16.513149945997117,12.288067532986366,10.596988305168152,11.263116576053736,11.741825258131799,10.65316479596482,0
-354.64282568078687,109.74034897511746,29.30179896159324,41.35478938262173,-4.766115869624181,-6.160238482861769,2.268467316607917,-3.295418734767521,-12.807080647904899,2.546521720630001,0.7277234564569296,-2.5859054446063956,-2.4147307482891054,104.35682340651677,65.54305384284984,37.127954575726044,26.85139212880273,28.962862862575673,31.395307289217705,15.052802948857225,15.744228037456434,16.79381385969066,8.843857708302794,12.579416144347316,12.369308661864308,9.685288305558775,0
-637.0950331754112,131.46318126291885,40.67568584424584,36.689649451256386,18.956385899472124,2.166376978496132,-3.079990974353117,2.234445797217431,-5.868816533727674,-9.413494069979293,-2.745000612627222,-3.056601711102314,-1.7881160244931953,80.21677998282225,63.71105693341731,25.613411639752666,30.82292912796317,32.980988224882296,27.04894238752302,21.437149804538578,17.55213556548927,14.848362503515412,15.177435399311683,9.98983768853781,9.418254030444485,10.999402936749778,0
-396.6168587031214,95.3158625393692,21.161557434762976,36.363099482864364,19.64721823431283,2.7270628001066317,-15.592803205378015,-3.16293986392612,-3.6201998047965644,-9.906609673677258,1.228758188924215,0.8179134078148932,-2.2946143330868867,97.1900865959667,59.43988773134376,30.54055931852487,38.01594196580563,12.012251537484632,12.912314034665354,23.673306607699512,10.775932016927056,12.748678210189588,17.934708346411792,11.472934865118917,11.25076165341714,10.520100475863911,0
-455.135433954034,99.39090771453304,36.50206631006341,35.792135628722534,12.121138693213146,1.2433524101056341,-7.427856155488768,-3.3912334662681913,0.13789413859410635,0.5689219360019374,3.0188845255896726,5.619837309513852,4.380133473170293,90.40268507327234,52.19549604604646,27.217354759224833,29.96619333590517,11.964434122800412,12.341420897033512,19.747237255471415,13.133065321125013,12.290872270464488,9.553719201233232,9.826359720371624,7.557776226521323,7.517414017127457,0
-350.2049009229928,103.10530887148427,13.942942290715214,38.39765189263019,7.963378015820846,-8.384416966959732,5.773198303746863,-1.3121732035922777,-10.818287207923118,-0.3368760167390023,0.03243677304225518,-2.1002334271741536,0.7805223037238284,121.75353423646018,67.7262126496147,40.112928833846354,30.220482178789524,18.66289027822389,24.264422607625217,12.27467288521438,16.984235836833435,16.402049569914663,8.143490040720526,13.794812904541613,9.031304771057787,8.470236014794764,0
-642.2899366802498,126.1391183705951,28.306893673335576,34.65229549149344,21.54419829454711,-0.37992871002358264,-5.012117744907743,0.6175329838290741,-6.1158421737823785,-6.474477418234053,0.25253977756719564,-4.582222180599305,0.08742752580650322,95.29832280311193,59.40579102280018,29.286938719823883,32.210242969183874,18.18499936152795,15.51188998198592,17.70421383970434,13.640570690636826,16.137648738692675,13.454512099547392,9.634417637820317,10.851291697248698,7.479232370715461,0
-387.5940771777271,98.33994784636285,11.329239244110246,38.251267677131956,19.280560692063897,3.4867086574755586,-20.51056691722039,-0.7648938982246061,-1.724635390835631,-10.851204212896214,3.5365975893638613,1.1945122817373592,-1.3767306110332131,105.80599531408673,68.46131249401681,31.18123071418452,40.09763176875575,18.6542474022121,14.688828719633145,26.979589588804078,15.271700275559423,14.432058533856754,20.677606209951126,9.10182771293005,10.327541334340397,10.409302501585342,0
-450.7029650229154,97.916036978102,35.280130470104105,43.54698517081317,7.775240149660325,2.460153882186793,-9.289237005666333,-0.5614784339289953,0.4544531550866303,0.3874487369082846,2.086350766310677,4.068257376431861,5.316086096007846,101.23263956410625,55.40202278819038,28.56197296537906,31.9833932400735,22.278207831121872,16.41000679953862,23.157231090139614,14.580997062593351,10.145857681640596,9.494387342230672,8.229039379288848,8.61481477423511,8.318156107386196,0
-358.17467779620563,91.85538335856977,17.518773851208746,45.82200327267659,-0.5245071803762968,-5.032768957341333,1.5246098057417206,0.30733060621216723,-8.693797641364585,3.2382389499587436,1.7876891800745975,-3.9330848778092453,0.59852053506364,123.6033859113477,69.8996345745206,35.99048223657253,30.65413537232746,24.83161558127147,23.351997965427582,13.888989413175917,15.231971974884734,18.946401844821633,8.311391207368656,10.825480993963842,10.66643213445601,7.1932723797137,0
-650.4768067519166,126.17515213634277,29.297204485280822,35.07012902129289,11.883896469032,-1.46029739093357,-4.784213876751645,3.204810794334185,-4.639842323996763,-9.097227571552928,-2.518483314883557,-3.5461740732234106,0.971646939484627,90.16761967319123,68.95187830197173,33.094320393191595,37.34938081848767,24.996621060011627,21.210075690909353,18.624722817429227,13.290892816837736,17.782120063815682,16.44652618405273,11.343220756976802,9.030816323580497,7.004866356326629,0
-385.4283819529973,101.7935346215106,17.77601156376542,24.172441313413604,17.431524181392,8.110402566009768,-18.29015318680373,-3.607595967478378,0.08469215683201528,-9.29146501212839,2.3514835061774866,2.0682281932406332,-1.5388691300539832,103.26673711993135,65.55513836733391,28.1543403573397,29.122931000351947,16.94304809467004,14.95827588367287,26.10830043400662,14.14122237157121,13.429149896293021,17.91542223347122,12.415613352458925,6.98905083592417,10.657564905127211,0
-434.48032272877083,90.60684038580537,35.48182018563584,31.497610524847648,5.930096682560861,3.5223129758157676,-4.2067631056905155,-1.4839927310169467,-1.1031499506514004,3.9095510644630744,3.015036434083558,3.449395337683896,2.912842898439064,99.23538460800991,62.700717639360754,24.768723036324463,24.66898742467045,19.018362113857478,18.38796170123014,18.37749883392566,10.831382377940644,12.295434088883916,12.028402263245994,10.255828571832344,9.694559478492582,9.870754936301047,0
-340.93252003862614,100.90533818809217,14.238175193552875,35.19973853496517,1.0845657526267087,-7.489956851235185,7.130847870284145,1.7836721161022893,-9.355402962478914,-0.9650668141766021,-0.9051357550490217,2.296812429962187,2.8916530388599937,137.78884205879646,73.39363254592429,34.76823903683025,25.26562964714268,28.81326334847988,27.159356486080238,12.885625616947975,15.19072541956047,17.601740298045698,11.67165777166013,11.702116512619284,8.012523621786753,6.758715781687896,0
-648.0954894273995,131.97021376328323,27.743767699415706,26.210813799752877,14.021867667269195,-0.49677262575235365,-3.712283364845622,3.121492895810145,-3.039836033769985,-7.216390501787866,-4.472154960547921,-2.197636106660069,3.755770102916668,101.19922915160613,69.81636972677896,31.43205395244408,28.052479757275925,20.627874819884717,21.257619304467852,18.72160620982423,15.503769215158377,16.23257772870145,15.467037010299245,11.341741578313162,10.795726444849432,6.335014513879823,0
-366.83932299450083,98.43367185635041,13.477609624537823,43.27108298037853,19.47260616579195,6.8840800069441705,-25.26026263243197,-5.884709138039576,-1.2265087189086028,-11.811343788994504,-3.9427641166851624,-2.938507086839146,-0.3633794172769411,81.06690436236474,66.28206199783492,23.610903478674064,40.06496982454279,25.237312775068816,18.68111262755187,24.61837789911076,13.015732774816497,12.400587766863557,17.94549146918726,13.84777936049644,11.196948404514007,9.436873672032444,0
-430.1308897940827,97.28848681898826,32.485035753898,53.66994939388107,6.00134115934437,4.057025703951467,-9.292901351799241,-5.946773357805093,-1.0369545834473222,0.8920643032985753,-0.30397884594203434,1.915568424535964,3.7094455800232895,96.45589585394919,64.75597714044746,29.74214806090598,41.82568235151281,27.89404338711528,19.999572832380885,20.918295999020273,13.68025207547541,10.982092157358505,11.95607771086018,12.184928865848244,9.12591308449392,10.401569407334463,0
-330.4022087319386,94.83428152709376,16.34472374886422,45.219131192895574,4.4699540122419865,-8.703473442666843,0.6193556999901051,-0.038819119822806065,-13.85965689274059,0.21456118958283446,1.534604038182481,-3.4984173325241117,2.083576382198649,106.8009121792303,71.99647508779076,33.64664712112581,32.55048711200347,29.05777797561834,30.85143863143212,14.169262609806207,13.013926839430072,17.91657812326952,10.566939311935117,12.681037613279234,13.249059792648394,7.91520113161346,0
-656.5138868389636,135.16974836956624,20.303338003351705,40.55461100403688,13.502451039732113,-3.7096227623556506,-11.476381290837146,2.8617488136523925,-5.279852433723897,-8.747187932426115,-1.9458007835059883,-2.2970890026645847,2.8012444181111107,85.14120512999168,68.50553191846141,28.110315603600977,33.68630833319162,33.30431447053254,25.55932146383762,18.439257285664365,16.940701636689738,13.949108797572098,15.542761739199573,14.22533372395269,12.82901343208268,11.134139189538677,0
-403.20116654533354,113.76989597934323,30.24182727884371,32.069621391173555,13.369538056949994,5.444572296792678,-16.145144160983406,-4.542488706913089,-2.8331722184074817,-10.250221253004739,4.04587334616929,1.9743361242179815,-4.727907443966332,92.31164864799011,68.66666466975052,32.14886341098354,33.0960083885097,22.401478680008662,20.300457217024736,22.047037286228015,13.264250919984494,15.481660415640876,18.14153845465078,12.291572423584945,11.141050342452907,11.43153966509092,0
-406.8125107479341,106.70419410878583,38.34860145757519,42.4843500176228,6.021020519554283,9.11670733047996,-9.921485026395057,-10.158233526410719,-7.811230564118161,4.870315471562026,4.164528812249628,-1.7319477971915482,1.9837085713483498,90.43242151001802,63.19823346332258,30.217853085703524,28.874825493626133,23.64381133406492,23.45657842141063,18.945709622515444,16.769977081067655,17.36941020416599,11.356793762613762,11.06095514827755,11.889749896320819,11.778669875235126,0
-401.8881886798863,129.45361026644431,35.18578969437941,41.84548737790566,-2.0796935033710775,-8.869270313960868,6.144629912121611,0.028977171555359723,-11.673890070930222,-0.4234761500819682,4.043872131122337,0.48827713321696,0.19663344891922332,103.81159155328244,70.5517444250897,45.987997157302324,25.384206652217134,30.50678763698098,29.182706534100184,14.312768698901484,14.024061436284125,19.277913120342866,11.003993516348116,11.633909111117118,10.585382670472372,8.716650240962156,0
-632.6387895342609,126.14003528919791,35.87827346397812,32.926260167903365,10.412163382689862,-2.7908227764698266,2.1561166527717406,3.8959988495122517,-10.281564190166895,-10.264605198780236,-4.2486198160156174,-1.235822739497004,4.418526383615636,91.15762217481446,66.51817680492456,28.024940033754195,27.276340748877875,24.96440707711162,25.75213818665877,17.127722310925687,12.88934523042011,17.849394336248043,18.462876117965155,12.423816443803494,10.063846900161371,9.277018638924396,0
-398.6914172728448,103.24357195179064,24.91489662759337,37.4912859621926,21.769160633735407,6.677673715021263,-21.37421434667288,-8.364496904131656,0.8932187017940787,-8.569397127618505,-3.80504686387868,-0.7639796450231198,-2.1548218988401997,85.81770147806884,60.66144322941587,27.195234753421712,31.672779052697663,21.931026724290895,19.103538416208206,23.667249944372653,14.932341542145767,13.06984319240605,14.891874102276718,12.067685696988471,8.965043163399454,10.344147172497165,0
-416.4745188561611,113.7347454793035,36.07568931757624,40.08700014530172,17.68415614495005,5.961636880778336,-14.86680850419767,-11.501756910560191,-2.721538470513437,2.518970604565759,1.5050485344501703,-1.0208524713598255,3.215302795236702,77.84123980352716,58.01753406164385,32.60951586366936,32.005769691881426,26.406479446087232,21.879219736778953,20.170914471254946,15.382734456692278,14.118003211071201,13.355061623603085,11.260363302394694,11.457220705463996,9.287293479673277,0
-412.2012431813929,119.98433214332728,40.45490546872244,42.92087724744639,7.757223705315076,-8.827748084602126,0.30024556767103167,-0.8759666966771819,-9.754635948931426,1.8165187563814622,4.16975539500579,-1.1437351705442729,1.0223700737278703,93.17560505820254,66.4525361470886,37.57721423400789,30.977058745344564,24.590946133943053,28.32142737793046,12.913571866351187,13.39550070597345,15.976970724986936,10.174375981492863,13.112080651046421,11.369578496554025,9.193762061068462,0
-659.3234725024547,134.63981328278183,27.04153894672851,41.94310014887664,17.078529021375708,2.0601483834886354,-8.118311515636043,-4.7115561635765,-7.558537985884835,-5.34938083973166,-2.9629925028209745,-4.080474751605268,0.20879790343195648,81.52076731248789,64.5321673518495,28.9705454990976,34.94598180890773,33.06689585154425,24.624636443468923,18.512070411391264,18.096339096087377,16.28383374759247,13.713186292549873,11.320978743967109,12.727362904576749,10.222016224051126,0
-395.8165507184093,109.80397837845953,26.34175291406514,34.025962065874246,15.387871010704071,3.608128141049826,-21.55935975277645,-1.9210968752796367,-1.0294744921205534,-10.054503413716242,-1.5954562231629523,-0.8946609334601747,-2.2139717770741494,98.06896801794768,72.2828376144455,33.20814689440274,39.21000722603237,23.404629647097494,21.152505948823872,26.85115636408346,14.672395306213206,12.81074681678527,19.345199650476562,12.223165324521164,9.069021159097232,11.545549098460263,0
-409.97250031497265,104.71044841737678,33.489923950294944,41.520799212294804,9.69410166150745,2.8589113171127667,-14.742168962550142,-6.548835064312445,-5.509781873258483,3.09872959491846,1.9870872468926515,-1.7494285094555928,4.616787864434016,104.87562913125416,67.84140864689702,29.91202162338758,31.805449126853645,23.609705922611845,21.788334016557528,22.436494580936237,15.944978430652199,13.14822575196806,10.345696351468689,10.37317639517357,13.249991154760584,9.401358129683794,0
-354.6194576006215,103.78558785641515,23.442389377506473,42.019754064188646,4.652204899631885,-8.431877295287435,3.983860246364294,-5.492811289549069,-14.6820528528685,-0.06744892686154731,2.1634985080071454,0.3210503017388902,0.7701665997685769,100.40740340041368,68.39049636643276,39.520475864232516,27.827403177021164,23.389526361237053,24.44522854406481,13.510913713370476,15.051149685690953,20.18637971265465,11.407197786976463,12.2212868783319,9.508614032227664,8.51222638431143,0
-624.875204520299,121.19216685346811,31.865940456403333,36.84925124606579,13.011685659476955,0.097210966827814,-5.799917280523522,-3.6627880383886717,-9.676732234141646,-6.828468543876921,-3.3481378031680262,-2.4444715567027617,1.3666597154169906,92.61407626614275,70.76810280615642,33.053524662013366,33.88189822281856,21.526109821729385,19.704884436434007,19.491410091976903,15.316756971072982,16.3955330124031,15.375035048327359,10.050488799118863,10.915425806241878,8.492835845564294,0
-390.9623019856907,116.40684043051412,24.784652344287252,37.14444730662719,24.08074832722997,2.689443476728268,-23.23078363238054,-4.402990054286694,-2.7501792692164857,-13.152474703928931,-2.962786975722719,-0.5810061387993029,-1.5380685130655585,94.50950890350421,64.9292057086541,31.815728936591395,40.08338209956844,27.3262926288505,20.61927439106118,26.682049986713,13.326635705309263,11.950201251957909,17.55429051119505,12.970914259830161,10.10395079991557,10.53645266707799,0
-424.6603645491658,110.36584296911843,34.449642756765684,42.180209538979355,14.18319777279405,1.3470641638975362,-11.824012513073749,-6.190680810304855,-3.108450379760522,2.102833495035866,2.3557364848547455,0.4619786161643989,4.692635304487114,95.66304857547024,57.96955085070854,32.415714981573025,34.078274154583205,22.58966072708116,23.422736124213362,21.37196138184077,14.444498093390576,14.318973529035492,13.406103783944827,12.631799138090486,11.731953982787157,9.564820014212653,0
-376.49150501109875,124.08595702152166,23.148336900831616,47.43846287843019,6.172663806665116,-17.515333479611826,5.590450358883491,-1.4446026467616413,-16.369551644492066,0.7209340255509002,-0.037942390005196995,-5.478122960448904,0.7320692639930423,105.34683251617744,67.15902495026457,40.625557288606934,35.70521674693777,29.748929044040846,30.627665423805798,13.937827931547908,15.983704880491324,18.5503175963965,9.86343693040657,12.734335419266946,11.7668680463653,7.922175272666374,0
-611.5932338642629,128.3561998275754,32.5872276648267,37.66916552944234,21.98942775451751,-3.667650657097228,-10.024416096021445,-4.729557743409176,-10.582790620860095,-9.088001963631722,-7.2834986321858555,-5.562558874607512,0.6123367447314924,80.64173841851564,63.810630135251714,28.64543183710446,34.51353385359463,26.45929657236748,21.492363533229447,19.69293919150763,18.446889324157635,15.98798441188531,15.637997834401736,11.62986717443943,11.596873748613023,8.706442893418576,0
-395.13866507307733,128.97681061710813,19.17207065877894,36.831445452159706,18.19519312689322,4.87237243598922,-25.86487740471943,0.038252600389100166,3.083525256252119,-12.411235647924979,0.5936635364514419,-2.8730772731286365,-3.177067031779224,97.62531791567544,69.78689913734192,33.891776034208874,40.572408083151835,31.258956125910114,21.940482422549785,27.934235353425624,15.506648064206598,11.73121549194679,18.07683592857881,11.499282807998148,10.979913396095418,11.539479181129462,0
-427.5617801997835,109.67257294420567,32.72388364421942,44.96533973605587,8.371470063623153,0.817003150931525,-13.262312474262764,-2.8682532832676593,-2.278836547969192,3.5047581794520415,4.270499240913387,0.33872344560943346,5.544559306818313,97.30998051701546,66.54976432381852,37.131404548316624,35.56801965487612,26.037260563480327,25.738903678301817,21.989013073948485,12.92096963751257,11.067771873869418,11.66804288709181,9.698853050966154,12.751633680347245,9.423698024504262,0
-392.09353468641285,120.95918347012817,23.76911262566959,51.27458228644653,7.744807826939399,-15.793437007011399,0.8807390652362319,-0.31017470131550157,-10.314478276737576,3.253292891140285,0.10642359750975945,-5.261225223885955,0.8713669571876351,104.71111778433163,67.85584657931767,44.99720711434552,34.526124670269425,31.80905479712085,33.137394939747296,14.439116474224802,15.800821851788687,16.045510397202474,10.13289992661449,13.917430141188227,11.296856481948526,8.758598995033825,0
-661.6813986756861,139.06712576913318,31.793499857080757,43.230222505806246,14.703817570083842,0.7042060002074728,-4.620755775010574,0.5299672296741608,-7.475824157635593,-2.6910348044393566,-1.107907576930359,-2.795915615607252,1.509398297675959,78.04761809492778,67.18594942649692,29.84104668999191,30.47877716270676,28.922315211919344,28.68898845697763,18.49280999260723,16.21736870418302,16.397103074960146,11.68373302225917,9.860877799777692,11.439420111343425,8.97852030465999,0
