MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,OUTPUT
-409.23355144427916,95.17242115521368,26.971322602888247,43.20156876957321,13.713917846311578,4.171071685325802,-18.88247317532955,-0.5038718984208919,4.714296776201843,-9.758226756851256,-3.3570616183248436,1.3764021560101705,0.04634035004494635,0
-426.10604548987396,108.43788688251144,38.655204742643676,48.4766453664175,6.066604133660101,-1.467976326684359,-20.59163673761304,-4.384560674049576,2.2014160125600766,0.6515250131671099,0.3006159439828156,-1.6359824803177851,0.2745775937730099,0
-344.71095943864566,109.11870270946865,16.926360467099762,52.960039913942886,-9.1694250932696,-13.497099393136867,5.753011115563384,1.8317132489033114,-13.402441428167402,1.2621250016373673,-1.5935837600551481,-3.4380949705748027,-2.307078801506743,0
-653.9905249452675,129.99384599843657,22.854716227164563,47.45151898420735,19.425137996395147,-3.5191267409713083,-15.467632509983545,4.972797031232241,-4.946226785980637,-5.6694120729944135,-3.981171710557843,-4.276103169757433,-0.5757428987194816,0
-385.79161117087136,109.20238676252178,18.21352812045713,27.5064224587625,19.109799454463207,4.671183115703479,-21.810400197826013,-1.4163906468685956,0.5306656484368455,-12.414120010796625,2.2281951617337596,2.2457704181232967,-4.740435691754554,0
-438.0175647549851,135.81318908922995,24.52831992903859,29.08858522425039,2.7477143483174657,1.259731822560559,-13.73113417171094,-2.838767106360492,-0.26382009212637336,2.155711377751553,4.677600145198136,0.732066743608601,0.8410681076127802,0
-327.4817906415072,114.75448124203673,7.4478549426200145,30.032823146485867,-4.389280763420337,-11.715604935100925,6.558133154838291,-0.45375180818963495,-8.890171060036748,3.344159183608482,1.090827089656662,-1.6712407767044335,0.12355116058133732,0
-654.3248619735847,154.29536909578965,31.38437419616405,18.990318386870012,6.7218805035055045,-0.9432555691659181,-3.023232875998892,1.4943748729921915,-6.349364390467145,-8.34300109716417,-5.010252301145373,-1.9155842476672698,5.8438690120122585,0
-434.86992222129027,98.56596435162825,25.44497143261313,31.652937185474016,17.464699464403363,0.1780694407324678,-12.980959630247948,3.9728783716288296,5.524378493843863,-7.384872532814256,1.8380821254971755,4.52536808620933,0.00810368814151486,0
-499.08625722855396,121.567376903786,37.6165722464132,23.9656555536768,5.169647763679732,-0.329904990970635,-7.932504152712847,1.6876691750693023,1.9966306551038893,3.662509513358923,3.429998051366417,-1.4457249750291257,1.0771443065896522,0
-339.82524835569615,77.53273988320164,22.272818134778824,29.371330841492114,-2.2058209986341266,-7.984912788763387,5.5069904304403545,4.906690521466402,-2.4172589483325155,1.7198100581193025,-1.242587352393914,-2.773593530289757,0.807556036339129,0
-680.1927999098014,124.77062729852476,24.71841384438659,35.91431322661947,15.533054965681917,3.3271586322221185,-6.428644193448997,6.0920044940555576,-0.6363576171928313,-4.476744492359628,-3.4591976437144325,-7.192199184149253,1.9391125177037727,0
-386.0892486848382,110.02557215362586,21.234129258646742,30.774915665506608,16.363153045050346,3.6698927376060833,-22.34097924580951,-4.373372066503992,4.143457857507114,-9.201032837860534,2.305659673643186,1.2719076128321147,-3.8219530343336356,0
-436.6565220348846,130.645110268414,39.120268332905994,43.674423151269174,6.6458826437534855,-0.7992776876735148,-17.55952767922178,-8.65828893174191,-1.0969628064148047,3.3992106345197723,1.625632417635689,-1.3917649490235355,-1.9631415749317398,0
-320.17573950669436,113.73885891321345,20.811575929948713,32.599339119825174,-3.3960822280553304,-10.483878364285601,-4.168933756758455,-1.8058465754081208,-10.821986466939618,-2.2875229710248934,-1.3043016619319527,0.12411403799118624,0.13553548669920318,0
-628.5241192993129,128.93943717345417,44.22052236574125,31.183919945324305,3.7787287907358804,1.5404157505141054,-4.1097538189627905,-4.915880526514031,-9.997226696228099,-12.370916215447059,-5.8818754035851315,0.8465412813418446,2.248465164241397,0
-389.0561497709452,121.93593672585583,22.749862231642293,36.242664784639935,17.656089901945528,7.817763915621485,-24.507447824611944,-3.816983487291203,-1.370513453628747,-15.893672273429937,-2.8557870663930673,-0.909962741776808,-2.5414713659954615,0
-428.0724723434469,124.69885736398804,34.343993605734916,41.40373327523671,9.591444413397925,6.462362227274804,-13.098007943444141,-7.435461922333433,-0.973168809891972,1.6640077724153925,0.553097942937751,-0.01267126141763799,-0.454844916073391,0
-316.54302898767753,106.05996622701574,15.791681048792482,36.473425259619226,1.1176995745202696,-9.394582977396349,-0.6081563919101238,-2.264852333138883,-15.888264272560585,-3.352046066755612,-1.9958561257997212,-3.6610616233316864,0.07751843917917037,0
-634.8320209705583,129.41848760912714,34.506645357157254,37.22900356312888,13.719234807881255,-0.43673665044098053,-5.099526959339952,0.1324845308586069,-8.716731582266855,-8.526715504498334,-4.41270827859193,-3.56848396759811,-1.8271823425443212,0
-403.32494413049204,99.16728263658632,26.595450304519147,28.900193701264257,20.227287024722905,7.599992759939809,-17.545114744838568,-4.046801896161613,0.3204370526852879,-7.980998139275734,2.096628350902607,1.988523605915431,-2.876453124210721,0
-412.34705092481227,103.26526251166013,34.48986973248913,42.11324503269673,10.614599884764482,3.1780002959882254,-13.986381157322265,-6.369608987975639,-2.7793596229813113,2.0530161269665745,1.3535471495862081,-1.8644600315355806,0.1074611619488947,0
-354.64282568078687,109.74034897511746,29.30179896159324,41.35478938262173,-4.766115869624181,-6.160238482861769,2.268467316607917,-3.295418734767521,-12.807080647904899,2.546521720630001,0.7277234564569296,-2.5859054446063956,-2.4147307482891054,0
-637.0950331754112,131.46318126291885,40.67568584424584,36.689649451256386,18.956385899472124,2.166376978496132,-3.079990974353117,2.234445797217431,-5.868816533727674,-9.413494069979293,-2.745000612627222,-3.056601711102314,-1.7881160244931953,0
-396.6168587031214,95.3158625393692,21.161557434762976,36.363099482864364,19.64721823431283,2.7270628001066317,-15.592803205378015,-3.16293986392612,-3.6201998047965644,-9.906609673677258,1.228758188924215,0.8179134078148932,-2.2946143330868867,0
-455.135433954034,99.39090771453304,36.50206631006341,35.792135628722534,12.121138693213146,1.2433524101056341,-7.427856155488768,-3.3912334662681913,0.13789413859410635,0.5689219360019374,3.0188845255896726,5.619837309513852,4.380133473170293,0
-350.2049009229928,103.10530887148427,13.942942290715214,38.39765189263019,7.963378015820846,-8.384416966959732,5.773198303746863,-1.3121732035922777,-10.818287207923118,-0.3368760167390023,0.03243677304225518,-2.1002334271741536,0.7805223037238284,0
-642.2899366802498,126.1391183705951,28.306893673335576,34.65229549149344,21.54419829454711,-0.37992871002358264,-5.012117744907743,0.6175329838290741,-6.1158421737823785,-6.474477418234053,0.25253977756719564,-4.582222180599305,0.08742752580650322,0
-387.5940771777271,98.33994784636285,11.329239244110246,38.251267677131956,19.280560692063897,3.4867086574755586,-20.51056691722039,-0.7648938982246061,-1.724635390835631,-10.851204212896214,3.5365975893638613,1.1945122817373592,-1.3767306110332131,0
-450.7029650229154,97.916036978102,35.280130470104105,43.54698517081317,7.775240149660325,2.460153882186793,-9.289237005666333,-0.5614784339289953,0.4544531550866303,0.3874487369082846,2.086350766310677,4.068257376431861,5.316086096007846,0
-358.17467779620563,91.85538335856977,17.518773851208746,45.82200327267659,-0.5245071803762968,-5.032768957341333,1.5246098057417206,0.30733060621216723,-8.693797641364585,3.2382389499587436,1.7876891800745975,-3.9330848778092453,0.59852053506364,0
